"ROK","ICP","TYP_OHL","NAZEV","ULICE","C_P","C_O","P_MC","P_COB","OBEC","PSC","KOD_OKRESU","NAZEV_ZUJ","KOD_ZUJ","KOD_OBCE","CELK_PRIKON_MW","SOUR_SS_S","SOUR_SS_M","SOUR_SS_V","SOUR_VD_S","SOUR_VD_M","SOUR_VD_V"
2023,620670322,"REZZO1","Zemědělská a.s. Čejkovice - Dolní farma Čejkovice","Bílovická","950","","","Čejkovice","Čejkovice",69615,"CZ0645","Čejkovice","586102","586102",0.7530,"48","53","46,0032","16","56","18,7548"
2023,620670332,"REZZO1","NAVOS, a.s. - NS Rohatec","Proletářská","","","","Rohatec","Rohatec",69601,"CZ0645","Rohatec","586528","586528",,"48","53","33,4212","17","12","23,4072"
2023,620670342,"REZZO1","CEMEX betonárna Hodonín","U Kyjovky","3931","7","","Hodonín","Hodonín",69501,"CZ0645","Hodonín","586021","586021",,"48","50","42,1476","17","5","36,078"
2023,620670392,"REZZO1","ZP Mikulčice Bioplynová stanice","","164","","","Těšice","Mikulčice",69619,"CZ0645","Mikulčice","586374","586374",1.43,"48","49","26,3172","17","3","49,1508"
2023,620670402,"REZZO2","MVD, spol. s r.o., Čerpací stanice","Vítězná","1272","","","Ratíškovice","Ratíškovice",69602,"CZ0645","Ratíškovice","586510","586510",,"48","55","32,3112","17","9","34,7112"
2023,620670412,"REZZO1","Roman Nedvídek - zástupná provozovna Jihomoravský kraj","Žerotínovo náměstí","449","3","Brno-střed","Veveří","Brno",60200,"CZ0642","Brno-střed","550973","582786",,"49","11","55,4892","16","36","15,948"
2023,620670432,"REZZO1","Ing. VOJTĚCH MAREK - Bioplynová stanice Mutěnice","Brněnská","","","","Mutěnice","Mutěnice",69711,"CZ0645","Mutěnice","586412","586412",2.7880,"48","54","31,4388","17","0","24,0876"
2023,620670472,"REZZO2","AGROPODNIK Ratíškovice-nosnice","Vacenovická","1271","","","Ratíškovice","Ratíškovice",69602,"CZ0645","Ratíškovice","586510","586510",,"48","55","52,5468","17","10","0,2208"
2023,620670542,"REZZO2","UNIXAN s.r.o. - Hodonín","Brněnská","4111","63b","","Hodonín","Hodonín",69501,"CZ0645","Hodonín","586021","586021",,"48","51","52,6284","17","6","59,1876"
2023,620670552,"REZZO2","Domov na Jarošce","Jarošova","1717","3","","Hodonín","Hodonín",69501,"CZ0645","Hodonín","586021","586021",,"48","51","25,4376","17","7","55,1748"
2023,620700022,"REZZO1","AGROTEC a.s. Hustopeče","Brněnská","12","74","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",,"48","56","51,738","16","43","44,2524"
2023,620700102,"REZZO1","Krematorium Hustopeče s.r.o.","Havlíčkova","1177","23","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",,"48","56","45,7656","16","44","18,0024"
2023,620700112,"REZZO2","Energo Hustopeče s.r.o. - kot. Svatopluka Čecha 3","","3","174","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",,"48","56","27,0492","16","44","15,4356"
2023,620700122,"REZZO2","Energo Hustopeče s.r.o. - kot. Masarykovo náměstí","","8","188","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",,"48","56","27,0492","16","44","15,4356"
2023,620700322,"REZZO1","Moravská Agra a.s. Velké Pavlovice - sušárna","Brněnská","","","","Velké Pavlovice","Velké Pavlovice",69106,"CZ0644","Velké Pavlovice","585017","585017",2.9620,"48","53","39,2928","16","48","38,448"
2023,620700382,"REZZO2","MOTOMO s.r.o. - ČS PHM Bořetice","","1","","","Bořetice","Bořetice",69108,"CZ0644","Bořetice","584347","584347",,"48","54","50,5908","16","51","19,1592"
2023,620700502,"REZZO1","Roman Blanář - prodejna Brumovice","","410","","","Brumovice","Brumovice",69111,"CZ0644","Brumovice","584363","584363",0.50,"48","57","40,626","16","54","3,6612"
2023,620700512,"REZZO1","ROŽIVA a.s. - středisko Kašnice","","84","","","Kašnice","Kašnice",69172,"CZ0644","Kašnice","550256","550256",2.69,"48","59","51,7092","16","52","41,988"
2023,620700582,"REZZO2","Městská SOŠ Klobouky u Brna","nám. Míru","101","6","","Klobouky u Brna","Klobouky u Brna",69172,"CZ0644","Klobouky u Brna","584550","584550",,"48","59","43,8396","16","51","29,6568"
2023,620700642,"REZZO2","Základní škola Hustopeče, Komenského 163/2, okres Břeclav, příspěvková organizace","Komenského","163","2","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",,"48","56","24,0144","16","43","55,3188"
2023,620701002,"REZZO1","Kovo Staněk s.r.o. Brumovice","","412","","","Brumovice","Brumovice",69111,"CZ0644","Brumovice","584363","584363",,"48","57","39,2796","16","54","2,7828"
2023,620701082,"REZZO1","HANTÁLY a.s. - ČS PHM, Recyklační linka stavebních a demoličních odpadů","Tovární","345","22","","Velké Pavlovice","Velké Pavlovice",69106,"CZ0644","Velké Pavlovice","585017","585017",,"48","53","37,4568","16","49","0,2424"
2023,620701152,"REZZO1","Energo Hustopeče s.r.o. - kot. Svat. Čecha 10","Svat. Čecha","10","967","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",2.72,"48","56","17,9412","16","43","57,468"
2023,620701252,"REZZO1","Vodovody a kanalizace Břeclav a.s. - ČOV Velké Pavlovice","","","","","Velké Pavlovice","Velké Pavlovice",69011,"CZ0644","Velké Pavlovice","585017","585017",,"48","53","37,7664","16","49","20,352"
2023,620701292,"REZZO1","Scott Automation a.s. Bořetice","","445","","","Bořetice","Bořetice",69108,"CZ0644","Bořetice","584347","584347",,"48","54","55,6488","16","51","29,5236"
2023,620701352,"REZZO2","Pekařství Křižák s.r.o. - pekařství Klobouky u Brna","Masarykova","806","2","","Klobouky u Brna","Klobouky u Brna",69172,"CZ0644","Klobouky u Brna","584550","584550",,"48","59","44,8404","16","51","35,9892"
2023,620701362,"REZZO1","LOMAX & Co s.r.o. Bořetice","","417","","","Bořetice","Bořetice",69108,"CZ0644","Bořetice","584347","584347",,"48","54","50,8068","16","51","22,6512"
2023,620701372,"REZZO1","LINDEN s.r.o. Hustopeče","Žižkova","750","40","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",0.43,"48","56","52,3716","16","43","27,0228"
2023,620701442,"REZZO1","Vodovody a kanalizace Břeclav a.s. - ČOV Hustopeče","Nádražní","245","9","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",,"48","56","10,7772","16","44","4,9488"
2023,620701452,"REZZO1","Město Klobouky - skládka TKO","nám. Míru","169","1","","Klobouky u Brna","Klobouky u Brna",69172,"CZ0644","Klobouky u Brna","584550","584550",,"48","59","46,6044","16","51","30,1212"
2023,620701462,"REZZO2","ČEPRO, a.s. - ČS PHM 092 Klobouky u Brna","","860","","","Klobouky u Brna","Klobouky u Brna",69172,"CZ0644","Klobouky u Brna","584550","584550",,"48","58","58,8108","16","51","47,7684"
2023,620701472,"REZZO1","Keramika Krumvíř s.r.o.","","206","","","Krumvíř","Krumvíř",69173,"CZ0644","Krumvíř","584584","584584",0.7760,"48","59","22,9776","16","54","57,9708"
2023,620701542,"REZZO1","HANTÁLY a.s. - Řízená skládka TKO Velké Pavlovice","","306","","","Velké Pavlovice","Velké Pavlovice",69106,"CZ0644","Velké Pavlovice","585017","585017",,"48","53","17,394","16","52","27,2064"
2023,620701642,"REZZO1","BLANÁŘ NÁBYTEK a.s. Brumovice","","410","","","Brumovice","Brumovice",69111,"CZ0644","Brumovice","584363","584363",2.3210,"48","57","40,626","16","54","3,6612"
2023,620701692,"REZZO1","TRANSBETON s.r.o.","Bratislavská","1276","22","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",,"48","55","52,3704","16","45","0,4536"
2023,620701702,"REZZO1","NORMA Czech, s.r.o.","Havlíčkova","540","28","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",0.3070,"48","56","48,7716","16","44","41,4024"
2023,620701732,"REZZO1","Vodovody a kanalizace Břeclav, a. s.","","","","","Kobylí","Kobylí",69110,"CZ0644","Kobylí","584568","584568",,"48","55","47,5356","16","52","32,4588"
2023,620701742,"REZZO1","NAVOS, a.s. - NS Hustopeče","Nádražní","563","60","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",3.8660,"48","54","49,05","16","42","33,6348"
2023,620710123,"REZZO1","Symphony No.9 s.r.o.","","107","","","Červená Řečice","Červená Řečice",39446,"CZ0633","Červená Řečice","547778","547778",11.90,"49","31","34,9284","15","10","23,3688"
2023,620760043,"REZZO1","Obec Červená Voda Kompostárna","","268","","","Červená Voda","Červená Voda",56161,"CZ0534","Červená Voda","580015","580015",,"50","2","25,3068","16","44","32,982"
2023,620760601,"REZZO1","INTERCOLOR, akciová společnost","","100","","","Bílá Voda","Červená Voda",56162,"CZ0534","Červená Voda","580015","580015",17.36,"50","0","51,1272","16","44","48,5664"
2023,620768043,"REZZO1","VZV GROUP s.r.o.","","298","","","Červená Voda","Červená Voda",56161,"CZ0534","Červená Voda","580015","580015",,"50","1","39,9684","16","44","43,476"
2023,620770022,"REZZO1","Westfalia Metal s.r.o.","Brněnská","156","61","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",,"48","56","55,5648","16","43","32,0592"
2023,620770052,"REZZO1","MND a.s. - Nádrž na ropu Klobouky u Brna","","","","","Klobouky u Brna","Klobouky u Brna",69172,"CZ0644","Klobouky u Brna","584550","584550",,"48","59","1,3452","16","52","1,1136"
2023,620770082,"REZZO2","Město MěÚ Klobouky u Brna, kotelna úřadu","nám. Míru","169","1","","Klobouky u Brna","Klobouky u Brna",69172,"CZ0644","Klobouky u Brna","584550","584550",,"48","59","46,6044","16","51","30,1212"
2023,620770162,"REZZO2","Zemědělské družstvo Bořetice - provozovna Bořetice","","445","","","Bořetice","Bořetice",69108,"CZ0644","Bořetice","584347","584347",,"48","54","55,6488","16","51","29,5236"
2023,620770202,"REZZO1","AFEED, a.s. - středisko VKS Hustopeče","Nádražní","563","60","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",2.86,"48","54","49,05","16","42","33,6348"
2023,620770372,"REZZO2","Rudolf Hádlík  Hustopeče - ČS PHM","Nádražní","509","","","Hustopeče","Hustopeče",69301,"CZ0644","Hustopeče","584495","584495",,"48","56","6,7416","16","43","50,34"
2023,620800092,"REZZO2","Chemis engine a.s. - Dolní Kounice, Ivančická","Ivančická","319","","","Dolní Kounice","Dolní Kounice",66464,"CZ0643","Dolní Kounice","582956","582956",,"49","4","35,2236","16","26","44,1996"
2023,620800172,"REZZO2","ZATEP s.r.o. - Oslavany, Hlavní","Hlavní","850","43","","Oslavany","Oslavany",66412,"CZ0643","Oslavany","583588","583588",,"49","7","23,97","16","20","4,4124"
2023,620800232,"REZZO2","Nemocnice Ivančice, p.o. - Ivančice, Široká","Široká","390","16","","Ivančice","Ivančice",66491,"CZ0643","Ivančice","583120","583120",,"49","6","8,784","16","22","19,002"
2023,620800292,"REZZO2","ERDING, a.s. - ZŠ Dolní Kounice, Smetanova","Smetanova","547","2","","Dolní Kounice","Dolní Kounice",66464,"CZ0643","Dolní Kounice","582956","582956",,"49","4","24,4092","16","27","49,464"
2023,620800302,"REZZO1","VODÁRENSKÁ AKCIOVÁ SPOLEČNOST, a.s. - ČOV - Ivančice","Kounická","1598","78","","Ivančice","Ivančice",66491,"CZ0643","Ivančice","583120","583120",,"49","5","56,7168","16","23","28,0212"
2023,620800332,"REZZO1","Prefa Brno a.s. - Oslavany, Nádražní","Nádražní","673","14","","Oslavany","Oslavany",66412,"CZ0643","Oslavany","583588","583588",0.4440,"49","7","6,8016","16","20","45,8556"
2023,620800482,"REZZO1","TOMEK, spol. s r.o. - Konzervárna Tomek - Dolní Kounice","Tovární","112","17","","Dolní Kounice","Dolní Kounice",66464,"CZ0643","Dolní Kounice","582956","582956",1.0340,"49","4","11,19","16","28","8,6628"
2023,620800542,"REZZO1","STAVECO Morava, spol. s r.o.","","296","","","Moravské Bránice","Moravské Bránice",66464,"CZ0643","Moravské Bránice","583421","583421",,"49","5","21,3","16","26","23,6904"
2023,620870042,"REZZO1","Metaldyne Oslavany - závod Oslavany","Padochovská","1117","1","","Oslavany","Oslavany",66412,"CZ0643","Oslavany","583588","583588",3.0190,"49","7","15,204","16","20","27,5748"
2023,620870052,"REZZO1","METAL-POVRCHOVÉ ÚPRAVY,s.r.o. - Letkovice","Novoveská","","","","Letkovice","Ivančice",66491,"CZ0643","Ivančice","583120","583120",,"49","5","45,7692","16","20","57,0696"
2023,620870092,"REZZO1","NAVOS, a.s. - NS Ivančice","","942","","","Ivančice","Ivančice",66491,"CZ0643","Ivančice","583120","583120",2.5840,"49","6","26,1288","16","21","14,1732"
2023,620870132,"REZZO2","BENALE - Oslavany","Nádražní","987","13","","Oslavany","Oslavany",66412,"CZ0643","Oslavany","583588","583588",,"49","7","7,6188","16","20","42,108"
2023,620900012,"REZZO1","Vězeňská služba ČR - Věznice Kuřim","Blanenská","1191","127","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",3.9210,"49","19","11,8956","16","32","49,3404"
2023,620900042,"REZZO1","TE Connectivity Czech s.r.o. - K AMP","K AMP","1293","4","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",3.9570,"49","18","48,6144","16","33","0,2124"
2023,620900132,"REZZO1","LB Cemix, s.r.o. - pracoviště Čebín","","47","","","Čebín","Čebín",66423,"CZ0643","Čebín","582913","582913",,"49","19","5,4696","16","29","28,3884"
2023,620900182,"REZZO2","BIOSTER, a.s. - kotelna ZP","Tejny","621","","","Veverská Bítýška","Veverská Bítýška",66471,"CZ0643","Veverská Bítýška","584100","584100",,"49","16","44,5404","16","25","48,2844"
2023,620900232,"REZZO2","MOL Česká republika s.r.o. , ČS Brno - R 43","","","","","Česká","Česká",66431,"CZ0643","Česká","582921","582921",,"49","16","39,3096","16","34","13,8396"
2023,620900242,"REZZO2","MIKROP ČEBÍN a.s. - kotelna","","416","","","Čebín","Čebín",66423,"CZ0643","Čebín","582913","582913",,"49","19","16,4568","16","29","35,4912"
2023,620900262,"REZZO2","Základní škola Kuřim - objekt Komenského","Komenského","511","40","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",,"49","18","18,5616","16","32","6,2232"
2023,620900352,"REZZO2","AB - OIL s.r.o.","Tyršova","284","64","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",,"49","17","48,7752","16","32","47,4936"
2023,620900482,"REZZO1","Prefa Brno a.s. - závod Kuřim","Blanenská","1190","121","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",0.9330,"49","19","7,3992","16","32","43,854"
2023,620900962,"REZZO1","Walter s.r.o. - Blanenská","Blanenská","1289","119","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",2.0240,"49","19","2,5896","16","32","52,4508"
2023,620902282,"REZZO2","ZT energy s.r.o. - Nádražní 1261 Kuřim","Nádražní","1261","3","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",,"49","17","55,86","16","32","0,5964"
2023,620902292,"REZZO2","ZT energy s.r.o. - Nádražní 1259 Kuřim","Nádražní","1259","4","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",,"49","17","56,6232","16","32","4,0668"
2023,620902422,"REZZO1","PRESTA-mix - provozovna Kuřim","Blanenská","1762","123","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",,"49","19","10,6356","16","32","43,5912"
2023,620902472,"REZZO2","ZT energy s.r.o. - Nádražní 1260 Kuřim","Nádražní","1260","7","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",,"49","17","57,0984","16","32","0,8484"
2023,620902502,"REZZO1","Zdeněk Ostřížek","","182","","","Čebín","Čebín",66423,"CZ0643","Čebín","582913","582913",,"49","19","13,6632","16","27","58,752"
2023,620902522,"REZZO2","Základní škola Kuřim - objekt Tyršova","Tyršova","1255","56","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",,"49","17","51,882","16","32","25,4328"
2023,620902542,"REZZO1","TOS KUŘIM - OS,a.s.","Blanenská","257","29","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",,"49","18","43,3296","16","32","15,3492"
2023,620940013,"REZZO1","STACHEMA CZ s.r.o. Divize Speciální malty","K Nádraží","197","1","","Červené Pečky","Červené Pečky",28121,"CZ0204","Červené Pečky","533262","533262",,"49","59","20,8896","15","12","29,9664"
2023,620970062,"REZZO1","Wellness Kuřim s.r.o.","Sportovní","1082","1","","Kuřim","Kuřim",66434,"CZ0643","Kuřim","583251","583251",1.0920,"49","18","35,6976","16","32","0,9312"
2023,620970082,"REZZO1","HARTMANN - RICO a.s. - Veverská Bítýška","Masarykovo náměstí","77","","","Veverská Bítýška","Veverská Bítýška",66471,"CZ0643","Veverská Bítýška","584100","584100",4.2720,"49","16","39,54","16","26","0,906"
2023,620970092,"REZZO2","ZARIS - Vev. Bítýška","9. května","","","","Veverská Bítýška","Veverská Bítýška",66471,"CZ0643","Veverská Bítýška","584100","584100",,"49","16","33,2868","16","26","12,7104"
2023,621000112,"REZZO1","STABILA ČR s.r.o. - Mouchnice","Haluzice","163","","","Mouchnice","Mouchnice",68333,"CZ0645","Mouchnice","593354","593354",1.7920,"49","5","21,7284","17","6","45,1008"
2023,621000302,"REZZO1","Vodovody a kanalizace Hodonín, a.s. - Bzenec","","","","","Bzenec","Bzenec",69681,"CZ0645","Bzenec","586081","586081",,"48","58","15,7332","17","18","19,296"
2023,621000392,"REZZO2","Nemocnice Kyjov, p.o.- Kyjov","Strážovská","1247","22","","Kyjov","Kyjov",69701,"CZ0645","Kyjov","586307","586307",,"49","0","34,11","17","6","44,082"
2023,621000502,"REZZO1","MEGA D.U. s.r.o. - Uhřice","","6","","","Uhřice","Uhřice",69634,"CZ0645","Uhřice","586692","586692",,"49","2","42,7632","16","56","50,7192"
2023,621000542,"REZZO1","BMB, spol. s r.o. - Ždánice","Nádražní","524","","","Ždánice","Ždánice",69632,"CZ0645","Ždánice","586803","586803",0.4130,"49","3","15,2028","17","1","29,4816"
2023,621000632,"REZZO1","KM BETA a.s. - Kyjov","Jiráskova","630","51","","Kyjov","Kyjov",69701,"CZ0645","Kyjov","586307","586307",3.6980,"49","0","0,4716","17","7","27,8004"
2023,621000652,"REZZO2","TEPLO Kyjov s.r.o. - Kotelna Švabinského, Kyjov","Sídliště M. Švabinského","1136","2","","Kyjov","Kyjov",69701,"CZ0645","Kyjov","586307","586307",,"49","0","34,182","17","7","7,2192"
2023,621000662,"REZZO1","TEPLO Kyjov s.r.o. - ZŠ Újezd, Kyjov","Újezd","990","2","","Kyjov","Kyjov",69701,"CZ0645","Kyjov","586307","586307",1.4850,"49","0","36,4572","17","7","52,518"
2023,621000682,"REZZO2","A + S, s.r.o. - Vlkoš","","","","","Vlkoš","Vlkoš",69641,"CZ0645","Vlkoš","586749","586749",,"48","59","19,6404","17","10","39,4356"
2023,621000802,"REZZO2","ČEPRO, a.s. - 410 Žarošice","","11","","","Žarošice","Žarošice",69634,"CZ0645","Žarošice","586790","586790",,"49","2","24,1836","16","57","56,1168"
2023,621000812,"REZZO2","ČEPRO, a.s. - 409 Kyjov","Tyršova","135","1","","Kyjov","Kyjov",69701,"CZ0645","Kyjov","586307","586307",,"49","0","26,3124","17","7","51,4956"
2023,621000892,"REZZO1","Elektrosvit Svatobořice a.s. - Svatobořice-Mistřín","Nádražní","1290","44","","Svatobořice","Svatobořice-Mistřín",69604,"CZ0645","Svatobořice-Mistřín","586625","586625",,"48","58","31,296","17","5","45,9744"
2023,621001082,"REZZO1","Vodovody a kanalizace Hodonín, a.s. - Kyjov","Průmyslová","269","28","","Kyjov","Kyjov",69701,"CZ0645","Kyjov","586307","586307",,"48","59","56,1768","17","7","11,4168"
2023,621001172,"REZZO1","Šroubárna Kyjov, spol. s r.o. - technologie, Kyjov","Jiráskova","987","50","","Kyjov","Kyjov",69701,"CZ0645","Kyjov","586307","586307",,"49","0","9,6408","17","7","23,0772"
2023,621001252,"REZZO2","TEPLO Kyjov s.r.o. - ZŠ Dr. Joklíka, Kyjov","Sídliště U Vodojemu","1261","18","","Kyjov","Kyjov",69701,"CZ0645","Kyjov","586307","586307",,"49","0","41,382","17","8","3,912"
2023,621002502,"REZZO2","XAVEROV, a.s. - Milotice","","","","","Milotice","Milotice",69605,"CZ0645","Milotice","586382","586382",,"48","58","10,1892","17","7","52,6368"
2023,621011232,"REZZO2","Základní škola a Mateřská škola Svatobořice-Mistřín, okres Hodonín, příspěvková organizace","Hlavní","871","198","","Mistřín","Svatobořice-Mistřín",69604,"CZ0645","Svatobořice-Mistřín","586625","586625",,"48","58","27,7608","17","5","5,3376"
2023,621011462,"REZZO1","Burg Ocet s.r.o.","U Bzinku","409","","","Bzenec","Bzenec",69681,"CZ0645","Bzenec","586081","586081",3.7880,"48","58","5,2968","17","15","44,6292"
2023,621011472,"REZZO1","TBG BETONMIX a.s. - Betonárna Mistřín","Ke Mlýnu","1289","","","Mistřín","Svatobořice-Mistřín",69604,"CZ0645","Svatobořice-Mistřín","586625","586625",,"48","57","38,5056","17","5","16,8324"
2023,621011522,"REZZO1","AHORN CZ s.r.o.","","343","","","Vlkoš","Vlkoš",69641,"CZ0645","Vlkoš","586749","586749",,"48","59","18,5856","17","10","20,1612"
2023,621011562,"REZZO1","Ekor, s.r.o. Kyjov - Skládka Těmice","","283","","","Těmice","Těmice",69684,"CZ0645","Těmice","586668","586668",,"49","0","31,716","17","15","52,524"
2023,621011802,"REZZO2","RAPA, s.r.o. - provozovna Bzenec","Nový svět","776","","","Bzenec","Bzenec",69681,"CZ0645","Bzenec","586081","586081",,"48","58","17,3388","17","15","16,6752"
2023,621011892,"REZZO1","CIE Ždánice, s.r.o.","Nádražní","418","418","","Ždánice","Ždánice",69632,"CZ0645","Ždánice","586803","586803",,"49","3","26,3196","17","1","26,436"
2023,621011942,"REZZO1","NAREX  Ždánice, spol. s r.o.","Městečko","250","","","Ždánice","Ždánice",69632,"CZ0645","Ždánice","586803","586803",,"49","3","53,3376","17","1","49,2996"
2023,621030023,"REZZO1","AQ, s.r.o.-Červenka-Severní","Severní","452","","","Červenka","Červenka",78401,"CZ0712","Červenka","552186","552186",,"49","43","32,3544","17","4","56,2332"
2023,621030033,"REZZO1","SEV Litovel, s.r.o. - Červenka","Severní","","","","Červenka","Červenka",78401,"CZ0712","Červenka","552186","552186",,"49","43","34,14","17","4","56,1504"
2023,621070042,"REZZO1","MND a.s. - SNS Ždánice","","","","","Ždánice","Ždánice",69632,"CZ0645","Ždánice","586803","586803",3.9960,"49","5","54,2688","17","2","50,4168"
2023,621070052,"REZZO1","MND a.s. - SNS Žarošice","","","","","Žarošice","Žarošice",69634,"CZ0645","Žarošice","586790","586790",2.9550,"49","3","2,214","16","58","12,6408"
2023,621070072,"REZZO1","MND a.s. - SNS Dambořice","","","","","Dambořice","Dambořice",69635,"CZ0645","Dambořice","586129","586129",6.17,"49","3","15,2136","16","54","54,9108"
2023,621070082,"REZZO1","MND a.s. - SNS Uhřice jih","","","","","Uhřice","Uhřice",69634,"CZ0645","Uhřice","586692","586692",1.20,"49","2","17,2968","16","56","22,5348"
2023,621070132,"REZZO2","Klvaňovo gymnázium, Kyjov","třída Komenského","549","23","","Kyjov","Kyjov",69701,"CZ0645","Kyjov","586307","586307",,"49","0","41,5908","17","7","33,0744"
2023,621070202,"REZZO1","VATAX, spol. s r.o.","","4353","","","Bohuslavice","Kyjov",69655,"CZ0645","Kyjov","586307","586307",0.95,"49","2","40,9344","17","7","34,2948"
2023,621070212,"REZZO2","Kaufland ČR v.o.s. - Kyjov","Svatoborská","1379","104","","Kyjov","Kyjov",69701,"CZ0645","Kyjov","586307","586307",,"49","0","17,0136","17","6","30,528"
2023,621070252,"REZZO1","NAVOS, a.s. - NS Kyjov","Mlýnská","2607","1a","","Nětčice","Kyjov",69701,"CZ0645","Kyjov","586307","586307",4,"49","1","17,5224","17","7","40,3248"
2023,621070262,"REZZO1","Svornost Těmice a.s. - farma Domanín","","","","","Domanín","Domanín",69683,"CZ0645","Domanín","586145","586145",,"49","0","0","17","17","47,6016"
2023,621070302,"REZZO2","MVD, spol. s r,o., Čerpací stanice","Hlavní","1164","206","","Mistřín","Svatobořice-Mistřín",69604,"CZ0645","Svatobořice-Mistřín","586625","586625",,"48","58","24,8772","17","5","0,6648"
2023,621070332,"REZZO1","KM BETA a.s.provoz SMS Bzenec-Přívoz","Přívoz","5507","","","Bzenec","Bzenec",69681,"CZ0645","Bzenec","586081","586081",,"48","56","19,7592","17","17","25,3068"
2023,621070392,"REZZO2","ČSAD Kyjov Servisní a.s.","Boršovská","2228","5","","Nětčice","Kyjov",69701,"CZ0645","Kyjov","586307","586307",,"49","1","13,152","17","7","25,0176"
2023,621100013,"REZZO2","ERDING - Koubovka","Koubovka","1196","","","Červený Kostelec","Červený Kostelec",54941,"CZ0523","Červený Kostelec","573965","573965",,"50","28","22,098","16","5","48,804"
2023,621100282,"REZZO2","Shell Czech Republic a.s. - 8080 - Mikulov P","K Vápence","69","","","Mikulov","Mikulov",69201,"CZ0644","Mikulov","584649","584649",,"48","48","19,872","16","37","33,1896"
2023,621100321,"REZZO1","Liberecká obalovna, s.r.o. - provozovna Červený Kostelec","","","411","","Lhota za Červeným Kostelcem","Červený Kostelec",54941,"CZ0523","Červený Kostelec","573965","573965",0.3690,"50","29","2,94","16","4","7,0824"
2023,621100322,"REZZO1","Gas Storage CZ, s.r.o., Podzemní zásobník plynu Dolní Dunajovice","","329","","","Perná","Perná",69186,"CZ0644","Perná","584789","584789",3.7240,"48","51","30,8556","16","36","20,772"
2023,621100332,"REZZO2","BOHEMIA SEKT, s.r.o., Mikulov","K Vápence","1675","603e","","Mikulov","Mikulov",69201,"CZ0644","Mikulov","584649","584649",,"48","48","35,5572","16","37","30,702"
2023,621100362,"REZZO1","Vodovody a kanalizace Břeclav, a.s. - Mikulov","","","","","Mikulov","Mikulov",69201,"CZ0644","Mikulov","584649","584649",,"48","47","48,0768","16","37","37,1568"
2023,621100532,"REZZO1","Heat Transfer Systems s.r.o. - Novosedly","","238","","","Novosedly","Novosedly",69182,"CZ0644","Novosedly","584746","584746",2.4460,"48","50","22,5924","16","29","29,436"
2023,621100782,"REZZO1","L.N.O.GREEN, s.r.o. - Bavory","","","","","Bavory","Bavory",69201,"CZ0644","Bavory","584304","584304",,"48","50","1,0464","16","36","52,1136"
2023,621100822,"REZZO1","Primasil s.r.o. - středisko Mikulov","Gagarinova","1239","1","","Mikulov","Mikulov",69201,"CZ0644","Mikulov","584649","584649",,"48","48","44,6004","16","37","51,5892"
2023,621120013,"REZZO2","EURONA s.r.o.","","261","","","Lhota za Červeným Kostelcem","Červený Kostelec",54941,"CZ0523","Červený Kostelec","573965","573965",,"50","28","50,682","16","4","19,8912"
2023,621120073,"REZZO1","Boltjes International, Červený Kostelec","","376","","","Lhota za Červeným Kostelcem","Červený Kostelec",54941,"CZ0523","Červený Kostelec","573965","573965",,"50","28","32,8296","16","4","25,7556"
2023,621140771,"REZZO1","GALČEK, spol. s r.o. - GALVANIZOVNA","","106","","","Stolín","Červený Kostelec",54941,"CZ0523","Červený Kostelec","573965","573965",,"50","28","28,9272","16","4","24,4812"
2023,621160401,"REZZO1","KOOPERATIVA vod družstvo","Pozovská","23","","","Postupice","Postupice",25701,"CZ0201","Postupice","530450","530450",,"49","43","40,0152","14","46","31,386"
